CALL_CENTER_ID,ESCALATED,DAILY_CALLS,MONTHLY_CALLS,CALL_TARGET,REASON,MONTHS_CUSTOMER,NEGATIVE_RATING,DAYS_PROD_OUT_OF_SERVICE,PRODUCT_AGE,CALL_INQUIRIES,NUM_CALLERS,CALL_TIME,PRODUCT_TYPE,FEEDBACK,Sentiment
616862,0,215,1254,2005,ProdGlitch,13,0,0,205.2783646,0,22,36.89339399,Laptop,I bought this to use with my Kindle Fire and absolutely loved it!,1
213022,0,215,900,1115,ProdFailure,24,0,0,243.5,1,27,,Other,The commercials are the most misleading.,0
159891,0,215,188,425,ProdFailure,27,0,0,304.3666667,,13,,Other,I have yet to run this new battery below two bars and that's three days without charging.,1
680364,0,215,1537,1910,ProdFailure,10,,,105.359931,0,23,31.79238783,Laptop,I bought it for my mother and she had a problem with the battery.,0
205917,0,215,716,966,ProdGlitch,13,0,0,135.9405415,0,13,37.87247372,Software,Great Pocket PC / phone combination.,1
362024,0,215,305,533,ProdFailure,1,,,319.7808023,,25,33.44900986,Other,I've owned this phone for 7 months now and can say that it's the best mobile phone I've had.,1
383581,0,215,474,786,,,,,,,,38.46833167,,I didn't think that the instructions provided were helpful to me.,0
609524,0,215,943,1429,ProdFailure,22,1,0,170.2049996,0,25,39.56664624,Laptop,People couldnt hear me talk and I had to pull out the earphone and talk on the phone.,0
171274,0,215,903,1037,ProdFailure,2,0,0,128.6427857,0,20,34.28267592,Laptop,Doesn't hold charge.,0
569570,0,215,353,788,ProdGlitch,25,0,0,261.8666667,1,7,,Other,"This is a simple little phone to use, but the breakage is unacceptible.",0
669905,0,215,101,756,ProdFailure,,0,0,247.8139714,0,22,39.14851242,Software,This product is ideal for people like me whose ears are very sensitive.,1
708733,0,215,673,865,ProdFailure,5,,,158.6407067,,15,37.75484259,Software,It is unusable in a moving car at freeway speed.,0
204162,0,215,586,908,ProdFailure,17,0,0,196.8087927,1,22,31.69796036,Other,I have two more years left in this contract and I hate this phone.,0
254244,1,216,1442,1907,ProdFailure,0,1,4,313.4273217,2,18,37.97135495,Desktop,Car charger as well as AC charger are included to make sure you never run out of juice.Highy recommended,1
599749,0,216,300,513,ProdFailure,0,,,312.1997839,,25,35.37968123,Other,You need at least 3 mins to get to your phone book from the time you first turn on the phone.Battery life is short,0
472062,0,216,454,756,ProdFailure,2,0,1,230.2422347,0,11,33.45738088,Software,It has kept up very well.,1
697023,0,216,1056,1554,ProdFailure,16,0,0,193.0488032,0,25,33.60060846,Desktop,Poor Talk Time Performance.,0
824603,0,216,771,1854,,11,0,0,358.4284243,0,17,33.16743122,Other,The case is great and works fine with the 680.,1
976058,0,216,367,683,ProdFailure,11,0,2,121.4942487,0,22,41.13829939,Software,worthless product.,0
57468,0,216,1057,1390,ProdFailure,11,0,2,213.0345218,0,24,40.9030584,Software,"It has a great camera thats 2MP, and the pics are nice and clear with great picture quality.",1
736473,0,216,617,1090,ProdFailure,14,0,2,267.8877899,0,35,26.09217153,Laptop,I was not impressed by this product.,0
305153,0,216,,659,ProdGlitch,8,0,0,111.0680978,1,5,19.42908427,Software,Nice headset priced right.,1
835418,0,216,708,965,ProdGlitch,13,0,0,136.3971417,0,14,37.58053042,Software,I only hear garbage for audio.,0
46207,0,216,411,654,ProdFailure,25,0,0,303.2340527,3,32,35.24732771,Other,Excellent bluetooth headset.,1
110595,0,216,1526,1956,ProdFailure,14,,,127.7781102,0,24,29.15307149,Laptop,It has all the features I want,1
434806,0,216,1063,1473,ProdGlitch,,,,,,,39.13764463,,Who in their right mind is gonna buy this battery?.,0
243270,0,216,667,1052,ProdGlitch,13,0,0,145.9353838,0,14,37.11491559,Software,AFTER ARGUING WITH VERIZON REGARDING THE DROPPED CALLS WE RETURNED THE PHONES AFTER TWO DAYS.,0
974120,0,216,592,981,ProdGlitch,18,0,0,626.7713928,1,23,21.24168423,Laptop,This case seems well made.,1
896664,0,216,1089,1427,ProdGlitch,9,0,0,162.446914,0,23,33.41977874,Laptop,Disappointed with battery.,0
572515,0,216,,542,ProdFailure,,0,1,303.4333333,0,19,,Other,Not loud enough and doesn't turn on like it should.,0
579808,1,216,1549,,ProdFailure,,2,4,165.60083,0,43,38.01491727,Server,good protection and does not make phone too bulky.,1
106296,0,216,434,687,ProdFailure,11,0,1,121.950991,1,22,40.91647738,Software,A usable keyboard actually turns a PDA into a real-world useful machine instead of just a neat gadget.,1
920936,0,216,939,1477,ProdFailure,23,0,0,156.6673122,0,25,40.19063608,Laptop,This phone is pretty sturdy and I've never had any large problems with it.,1
529066,0,216,944,1359,ProdFailure,,0,0,205.0168354,0,20,26.80094617,Laptop,I love this thing!,1
382124,0,217,583,784,ProdFailure,5,0,0,104.1747704,0,16,38.18843548,,Everything about it is fine and reasonable for the price i.e.,1
684247,0,217,568,783,ProdFailure,10,1,0,70.69107272,3,28,36.61054006,Desktop,VERY DISAPPOINTED.,0
198664,0,217,702,1863,,11,0,0,356.886499,1,16,30.18400134,Other,I even dropped this phone into a stream and it was submerged for 15 seconds and it still works great!,1
514816,0,217,625,965,ProdGlitch,18,0,1,615.1333732,0,24,21.9726752,Laptop,I have been very happy with the 510 and have had NO complaints from any one regarding my sound quality on their en,1
313224,0,217,86,755,ProdFailure,,0,0,257.1207218,0,21,38.73921891,Software,The buttons for on and off are bad.,0
22513,0,217,607,145,ProdFailure,5,,,62.85635695,1,17,40.3158193,Other,Essentially you can forget Microsoft's tech support.,0
392716,0,217,292,538,ProdFailure,0,,,300.6792922,,24,35.69801744,Other,"I really recommend this faceplates since it looks very nice, elegant and cool.",1
775159,0,217,792,967,ProdFailure,5,0,0,64.50842359,6,24,38.07896313,Desktop,These headphones were a great find - and I think they are perhaps the best purchase I've made in the last several,1
759856,0,217,456,670,ProdFailure,25,0,0,293.7620767,1,32,34.28537258,Other,Buy a different phone - but not this.,0
662362,0,217,247,483,ProdFailure,0,,,309.0284455,,24,33.8772643,Other,You have to hold the phone at a particular angle for the other party to hear you clearly.,0
72619,0,217,295,539,ProdFailure,14,0,0,185.6820797,1,19,37.75154584,Laptop,The one big drawback of the MP3 player is that the buttons on the phone's front cover that let you pause and skip,0
337153,1,217,923,1687,,13,2,5,249.2427629,,24,29.3690264,Desktop,"A week later after I activated it, it suddenly died.",0
504841,0,217,690,980,ProdFailure,2,,,232.0666667,5,24,,Desktop,It feels more comfortable than most headsets because I wear glasses and that gets in the way sometimes.,1
586171,0,217,930,1404,ProdGlitch,5,0,0,166.1776578,0,32,32.77507936,Laptop,Great for iPODs too.,1
108875,0,217,938,1472,ProdFailure,22,0,0,153.6845963,0,25,39.53395424,Laptop,This device is great in several situations:1.),1
818383,0,217,470,716,ProdFailure,10,0,0,177.6020656,1,41,37.12536175,Laptop,Mic Doesn't work.,0
941332,0,217,456,681,ProdFailure,5,0,0,166.8710357,1,27,36.40831543,Software,"Even in my BMW 3 series which is fairly quiet, I have trouble hearing what the other person is saying.",0
352424,0,217,206,520,ProdFailure,26,0,2,199.9854317,0,25,27.11768955,Other,Great choice!,1
548483,0,217,916,1261,ProdGlitch,10,0,0,131.875354,1,23,30.96129202,Desktop,Nice docking station for home or work.,1
102213,0,217,599,941,ProdFailure,0,0,0,154.5525474,1,21,34.7717086,Software,This is a beautiful phone.,1
697300,0,217,883,1395,ProdFailure,11,0,0,89.83955821,3,14,39.09887429,Other,Love this product.,1
361096,0,217,1288,1729,ProdFailure,4,0,0,165.3102818,0,37,20.3428108,Laptop,Do Not Buy for D807...wrongly advertised for D807.,0
102120,0,217,721,934,ProdFailure,2,0,0,115.5294894,1,29,33.45667038,Other,This is a great little item.,1
836500,0,217,1885,2342,ProdFailure,0,0,0,301.5210741,0,26,37.33952006,Laptop,"I love this phone , It is very handy and has a lot of features .",1
883282,1,217,249,922,ProdFailure,26,0,6,238.3696373,1,20,16.39716087,Other,I purchased this and within 2 days it was no longer working!!!!!!!!!,0
326733,0,217,1873,2305,ProdFailure,2,0,0,270.47904,0,27,38.99923204,Laptop,I wear it everyday and it holds up very well.,1
962056,1,218,210,450,,20,0,0,256.7,1,19,,Laptop,Not a good bargain.,0
499184,0,218,323,496,ProdGlitch,3,1,,115.1302076,,10,26.92602147,Server,"Well packaged, arrived on time, and works as intended.",1
829094,0,218,481,801,ProdFailure,13,0,0,111.9986308,1,9,4.142703972,Other,The battery runs down quickly.,0
13355,0,218,900,1223,ProdFailure,3,0,0,212.6954676,1,26,34.84691939,Server,"This item worked great, but it broke after 6 months of use.",0
182955,0,218,800,985,ProdFailure,5,0,0,73.31793013,7,24,37.13828397,Desktop,The headsets are easy to use and everyone loves them.,1
866111,0,218,,255,ProdFailure,8,0,0,114.5417511,1,19,21.82563105,Laptop,This phone works great.,1
687755,0,218,828,1147,ProdFailure,,0,0,190.0874448,1,24,40.74821176,Other,The construction of the headsets is poor.,0
675077,0,218,673,990,ProdFailure,,2,1,245.0877745,1,14,41.56766275,Other,Product was excellent and works better than the verizon one and Boy was it cheaper!,1
293361,0,218,,603,ProdFailure,,0,1,300.8414288,0,18,39.41913658,Other,The phone loads super!,1
921907,0,218,481,703,ProdFailure,2,0,0,227.9862791,0,12,36.0618164,Software,"For a product that costs as much as this one does, I expect it to work far better and with greater ease than this",0
406990,1,218,997,1280,ProdGlitch,15,1,2,286.1,3,26,,Laptop,Made very sturdy.,1
171836,0,218,1072,1612,ProdFailure,15,0,0,187.2974769,0,26,31.55694874,Desktop,Worked great!.,1
636407,0,218,967,1236,ProdFailure,3,0,0,218.7303331,2,27,35.87449455,Server,The ear buds only play music in one ear.,0
357483,0,218,1338,1668,ProdFailure,6,0,0,169.7671445,0,37,20.05952718,Laptop,Dont waste your money...,0
60661,0,218,415,715,ProdFailure,25,0,0,308.7370531,2,32,34.36936756,Other,Will order from them again!,1
876254,0,218,,597,ProdFailure,,0,0,304.7369303,0,18,36.71311371,Other,If you plan to use this in a car forget about it.,0
328927,1,218,763,1022,ProdFailure,6,0,1,61.64132538,4,29,41.03238603,Software,I found this product to be waaay too big.,0
46419,0,219,1476,1930,ProdFailure,13,,,100.775926,1,23,29.5314444,Laptop,Best I've found so far .... I've tried 2 other bluetooths and this one has the best quality (for both me and the l,1
752863,0,219,535,747,ProdFailure,10,0,1,191.5519093,1,42,40.49010197,Laptop,I'm very disappointed with my decision.,0
569933,0,219,,802,ProdFailure,5,0,0,402.0868105,0,23,21.98994578,FARMING,Integrated seamlessly with the Motorola RAZR phone.,1
193802,0,219,639,1021,ProdFailure,10,,0,107.4498947,2,19,36.1837344,Software,"Buyer Beware, you could flush money right down the toilet.",0
923849,0,219,913,1391,ProdFailure,,0,0,201.6855482,0,21,30.01955513,Laptop,Definitely a bargain.,1
158586,0,219,917,1418,ProdFailure,,0,0,207.6532895,0,21,28.21673943,Laptop,The price was very good and with the free shipping and all it was a good purchase.,1
646357,0,219,1043,1448,ProdGlitch,,,,,,,38.01073398,,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0
380934,0,219,518,689,ProdFailure,10,0,0,188.9786171,0,42,38.99975416,Laptop,"Pros:-Good camera - very nice pictures , also has cool styles like black and white, and more.",1
972214,1,219,527,753,ProdFailure,5,0,1,217.0209402,6,23,34.01591498,Laptop,"That's a huge design flaw (unless I'm not using it correctly, which I don't think is the case).",0
570070,0,219,623,1138,ProdFailure,15,0,3,281.0591408,1,36,26.03170911,Laptop,"I love my 350 headset.. My Jabra350 bluetooth headset is great, the reception is very good and the ear piece is a",1
641986,0,219,668,1048,ProdFailure,7,,1,116.5339256,1,18,38.88482695,Software,"The camera, although rated at an impressive 1.3 megapixels, renders images that fall well below expectations of su",0
565831,0,219,104,248,ProdFailure,,0,0,61.28669845,2,19,40.01662162,Other,I purcashed this for the car charger and it does not work.,0
570441,1,219,1080,1449,ProdFailure,13,0,0,260.7666667,1,22,,Other,"Sound quality on both end is excellent, I use headset to call my wife and ask my wife to use headset to call me !2",1
510207,0,219,614,874,ProdFailure,5,,,166.6108166,,16,38.2012104,Software,This phone is slim and light and the display is beautiful.,1
303485,0,219,534,774,ProdFailure,10,0,0,192.8877492,1,42,40.95631078,Laptop,its a little geeky but i think thats its sex on toast and it rocks and oozes sex right down to its battery embedde,1
451242,0,219,614,1030,ProdFailure,7,,1,125.5230236,1,17,37.00676675,Software,"Great product, fast shipping!.",1
694387,0,219,701,1883,,9,0,0,367.5414905,0,17,32.69251534,Other,Absolutely great.,1
99486,0,219,618,920,ProdFailure,5,,,171.5767001,,16,37.80040089,Software,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1
337242,0,219,1489,1188,,6,0,0,93.92588206,3,34,30.32211463,Laptop,i got this phone around the end of may and i'm completely unhappy with it.,0
455010,0,219,,570,ProdFailure,,0,0,308.6034448,0,18,39.2346081,Other,It is very comfortable on the ear.,1
528824,0,219,943,1406,ProdFailure,,0,0,208.2417578,0,20,29.18897974,Laptop,It has been a winner for us.,1
542464,0,219,1057,1424,ProdGlitch,8,0,0,145.3771766,0,22,32.33389935,Laptop,)Setup couldn't have been simpler.,1
673062,0,220,1420,1814,ProdFailure,6,,,162.5386403,5,42,41.27082013,Laptop,I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits,1
219628,0,220,367,1000,ProdGlitch,6,0,0,138.9424576,0,14,30.78315421,Other,Could not get strong enough signal.,0
850821,0,220,716,980,ProdFailure,9,0,0,191.3136088,1,19,34.92102106,Desktop,Iam very pleased with my purchase.,1
567669,0,220,480,884,ProdFailure,12,0,0,96.33643462,0,10,5.226673619,Other,Bad Quality.,0
620907,0,220,,723,ProdGlitch,9,0,0,120.5320184,2,4,20.17621345,Software,Gets the job done.,1
209500,0,220,157,601,ProdFailure,27,0,1,213.4142381,0,24,25.57680965,Other,Great audio!.,1
37026,0,220,540,978,ProdFailure,1,0,0,192.7333333,0,26,,Laptop,Basically the service was very bad.,0
293456,0,220,640,890,ProdFailure,8,1,1,133.2666667,4,26,,Laptop,it did not work in my cell phone plug i am very up set with the charger!.,0
878654,0,220,480,809,ProdFailure,6,0,0,262.7333333,2,26,,Desktop,"I've only had my bluetooth for a few weeks, but I really like it.",1
926835,0,220,718,990,ProdFailure,18,0,0,201.8666667,1,13,,Other,The BT headset was such a disapoinment.,0
703842,1,220,820,125,ProdFailure,3,0,0,117.7666667,6,23,,Laptop,It is so small and you don't even realize that it is there after a while of getting used to it.,1
936145,1,220,742,1098,ProdFailure,1,1,0,317.5333333,4,42,,Laptop,The accompanied software is almost brilliant.,1
452007,1,220,961,1220,ProdFailure,24,0,2,301.3,3,36,,Desktop,Headset works great & was packaged nicely to avoid any damage.,1
430621,1,220,920,,ProdFailure,4,,12,218,1,39,,Software,!I definitly recommend!!,1
978404,1,220,1240,1550,ProdFailure,1,,7,130.3,,55,,FARMING,Buyer--Be Very Careful!!!!!.,0
53354,0,220,816,1239,ProdFailure,8,0,0,285.1417502,1,16,37.41710801,Other,The majority of the Logitech earbud headsets failed.,0
643697,0,220,763,1039,ProdFailure,20,0,0,202.578152,1,13,38.71719491,Other,Very good stuff for the price.,1
523840,0,220,888,1213,ProdGlitch,12,0,0,115.8322132,2,24,31.10896086,Desktop,My headset works just peachy-keen.,1
507490,0,220,1433,1837,ProdFailure,6,,,174.8462897,3,43,42.22116463,Laptop,In my house I was getting dropped coverage upstairs and no coverage in my basement.,0
386833,0,220,701,950,ProdFailure,2,0,0,97.90858291,2,29,32.52452824,Other,Voice recognition is tremendous!,1
673503,0,220,1889,2319,ProdFailure,2,0,0,294.9601692,0,26,36.43459137,Laptop,What a waste.,0
948265,0,220,532,850,ProdFailure,20,0,0,218.4841129,1,21,32.8557014,Other,"During several different 2 minute calls, I experienced 5 drops and it was in an area that had 5 bars.",0
534264,0,220,612,917,ProdFailure,0,0,0,145.4891553,0,21,34.34790875,Software,I was not happy with this item.,0
153136,0,220,610,966,ProdGlitch,17,0,0,638.2753611,1,23,21.45734981,Laptop,very disappointed.,0
512611,0,221,696,1021,ProdGlitch,13,0,0,164.7849474,0,28,36.27847391,Desktop,The phone takes FOREVER to charge like 2 to 5 hours literally.,0
173707,0,221,927,1263,ProdGlitch,11,0,0,122.2657812,1,24,30.84350527,Desktop,I got this phone on reccomendation from a relative and I'm glad I did.,1
280712,0,221,841,977,ProdGlitch,8,,,,,,,,What a waste of time!,0
121442,0,221,953,1179,ProdFailure,25,0,0,233.7484518,1,27,41.52372299,Other,Its reception is very very poor.,0
490631,0,221,603,1017,ProdFailure,8,,0,97.02322633,1,17,35.68152132,Software,Items stated as included from the description ARE NOT INCLUDED.,0
435729,0,221,570,806,ProdFailure,12,0,0,108.7492561,1,10,7.39014306,Other,"After 3 months, screen just went black all of a sudden.",0
392837,0,221,240,490,ProdFailure,14.4,0,0,109.5666667,2,25,,Other,I Was Hoping for More.,0
550986,0,221,730,1057,ProdFailure,9,0,1,293.2333333,2,29,,Desktop,"Audio Quality is poor, very poor.",0
692090,1,221,570,830,ProdFailure,7,0,0,,0,0,,Other,I had absolutely no problem with this headset linking to my 8530 Blackberry Curve!,1
618756,0,221,861,1414,ProdFailure,11,0,0,89.16146609,2,14,40.67729771,Other,"I know that sounds funny, but to me it seemed like sketchy technology that wouldn't work well.Well, this one works",1
972091,0,221,1324,1706,ProdFailure,4,0,0,180.0368768,0,37,21.23609046,Laptop,I've bought $5 wired headphones that sound better than these.,0
380340,0,221,,651,ProdGlitch,9,0,0,128.1567931,1,4,18.8829556,Software,This phone is very fast with sending any kind of messages and web browsing is significantly faster than previous p,1
916472,0,221,334,523,ProdGlitch,4,1,,134.0000742,,10,24.02393073,Server,"Nice quality build, unlike some cheap s*** out there.",1
200760,0,221,459,672,ProdFailure,8,0,1,60.45700477,2,18,34.78092033,Other,This item is fantastic and works perfectly!,1
522656,0,221,360,847,ProdGlitch,25,0,0,257.8457289,0,6,24.52600298,Other,And I just love the colors!,1
671874,0,222,1385,1804,ProdFailure,5,,,195.6328077,4,43,41.20539901,Laptop,W810i is just SUPERB.,1
185975,0,222,451,853,ProdGlitch,24,0,0,275.601041,1,7,23.46160875,Other,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0
648200,0,222,,609,ProdFailure,,0,0,288.4596954,0,18,37.74701961,Other,Great charger.,1
657960,0,222,1257,1626,ProdFailure,3,,0,374.2114868,,51,37.58435894,Software,This is essentially a communications tool that does not communicate.,0
485754,0,222,1381,1801,ProdFailure,22,0,0,240.703069,1,24,40.62189416,Laptop,Works like a charm; it work the same as the one I got with the phone.,1
426940,0,222,1023,1482,ProdGlitch,11,0,0,169.088974,0,22,34.47287973,Laptop,"I still maintain that monkeys shouldn't make headphones, we just obviously don't share enough DNA to copy the desi",0
524021,0,222,722,989,ProdFailure,,2,1,242.2161953,2,13,42.77356841,Other,Great Value.,1
767651,0,222,939,1161,ProdFailure,2,0,0,205.0294085,2,26,34.93940311,Server,Doesn't work at all.. I bougth it for my L7c and its not working.,0
35722,0,222,574,1021,ProdGlitch,18,0,0,628.1580616,1,24,20.4962161,Laptop,"The look of it is very sharp and the screen is nice and clear, with great graphics.",1
943605,0,222,986,1409,ProdFailure,,0,0,207.2889332,0,20,29.21889542,Laptop,doesn't last long.,0
943418,0,222,648,968,ProdGlitch,17,0,0,639.0581723,0,24,22.61418191,Laptop,One thing I hate is the mode set button at the side.,0
687377,0,222,676,1090,ProdGlitch,4,0,0,203.9649128,0,12,31.5290287,Other,EXCELLENT SERVICE!!!!!!!!.,1
670198,0,222,97,339,ProdFailure,0,0,0,28.52378272,1,3,29.5997802,Other,Thank you for wasting my money.,0
207239,0,222,1378,1829,ProdGlitch,6,0,0,317.3561249,0,17,44.96871369,Desktop,How can that be?The audio quality is poor.,0
192371,0,223,650,1047,ProdFailure,8,,0,117.1618153,2,18,38.34866301,Software,The iGo chargers and tips are really great.,1
196382,0,223,523,1029,ProdFailure,2,1,4,174.536412,0,47,36.85308497,Software,The file browser offers all the options that one needs.Handsfree is great.,1
464604,0,223,,1365,ProdGlitch,1,0,0,311.6590812,3,20,29.91070776,Other,Superb Phone on a Great Network.,1
260288,0,223,690,1052,ProdFailure,8,,0,96.34213992,2,17,35.75510673,Software,"I connected my wife's bluetooth,(Motorola HS850) to my phone and it worked like a charm whether the phone was in m",1
388889,0,223,246,516,ProdFailure,28,0,0,316.6974746,,12,30.67643445,Other,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0
476445,1,223,,1350,ProdFailure,9,,,,,,,Software,It only recognizes the Phone as its storage device.,0
332792,1,223,756,1020,ProdFailure,5,0,1,64.93333333,2,28,,Desktop,"If you like a loud buzzing to override all your conversations, then this phone is for you!",0
814635,1,223,718,1000,ProdFailure,0.1,0,0,220.1333333,1,26,,FARMING,Don't buy this product.,0
179853,0,223,728,1864,,10,0,0,367.2473584,1,16,30.33358791,Other,I've had this bluetoooth headset for some time now and still not comfortable with the way it fits on the ear.,0
326493,0,223,343,1031,ProdGlitch,6,0,0,141.6770299,0,14,30.47179852,Other,The sound quality is good and functionality is awesome.,1
559866,0,223,215,425,ProdFailure,25,0,0,297.6744627,,13,33.11701736,Other,"I have this phone and it is a thorn in my side, I really abhor it.",0
737574,0,223,598,908,ProdFailure,2,0,0,161.4029057,1,22,36.17425125,Software,I recently had problems where I could not stay connected for more than 10 minutes before being disconnected.,0
450094,0,223,1017,1457,ProdGlitch,,,,,,,38.7199658,,Incredible!.,1
638559,0,223,933,1436,ProdFailure,21,0,0,176.4166175,0,25,40.47109214,Laptop,Design Flaw?.,0
748047,0,223,605,1117,ProdFailure,15,0,3,291.61872,1,35,27.70517064,Laptop,Great phone!.,1
879210,0,223,895,1495,ProdFailure,23,0,0,157.6517299,0,24,41.85930497,Laptop,Waste of 13 bucks.,0
878934,0,223,,223,ProdFailure,5,0,0,96.64268699,1,18,22.19662471,Laptop,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and the",0
15687,0,223,1339,2811,ProdGlitch,2,0,0,181.1539882,0,15,28.89929961,Desktop,The replacement died in a few weeks.,0
283514,0,224,1030,1325,ProdFailure,10,2,0,187.7333333,5,18,,Desktop,Any ring tone..Overall good phone to buy..,1
122019,0,224,745,1023,ProdFailure,18,0,0,206.5813951,1,12,40.84802282,Other,Lately they have been extremely nice and helpful on the phone.,1
283723,0,224,386,1058,ProdGlitch,6,0,0,125.2428417,0,14,32.77827083,Other,I have had problems wit hit dropping signal and more.,0
905351,0,224,1359,1818,ProdGlitch,7,0,0,316.9929061,0,17,45.00681809,Desktop,Not impressed.,0
113073,0,224,982,1355,ProdFailure,,0,0,194.2820992,0,20,29.37360717,Laptop,"Light weight, I hardly notice it is there.",1
796185,0,224,655,1043,ProdGlitch,14,0,0,141.8128234,0,13,36.22194314,Software,You'll love how thin it is.,1
221616,0,224,525,693,ProdFailure,2,0,0,224.2413307,0,12,33.82410789,Software,Bad Choice.,0
718107,0,224,728,957,ProdFailure,5,0,0,75.95573527,7,23,37.50722389,Desktop,The pleather case doesn't fit.,0
920205,0,224,1279,1677,ProdFailure,1,,0,377.8649847,,52,36.43872408,Software,"useless phone, simply deaf.",0
349518,0,224,1301,1641,ProdFailure,6,0,0,173.6413388,0,39,19.64066727,Laptop,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1
479742,0,224,931,1209,ProdFailure,23,0,0,232.8554837,0,27,39.74431431,Other,All in all I think it was a good investment.,1
540239,0,224,406,769,ProdFailure,9,0,0,276.275914,0,19,39.7301928,Laptop,It makes very strange ticking noises before it ends the call.,0
846507,0,224,802,1113,ProdFailure,,0,0,186.6311118,1,24,38.93617569,Other,The best electronics of the available FM Transmitters.,1
568689,0,224,899,1216,ProdGlitch,11,0,0,111.9824201,2,24,30.9911741,Desktop,Battery lasts only a few hours.,0
548439,0,224,710,1023,ProdGlitch,14,0,0,137.1896556,0,14,36.12206849,Software,"great headset, very impressed - H500.",1
472837,1,224,514,681,ProdFailure,9,0,0,31.16869601,2,8,37.95217991,Desktop,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1
656306,0,224,623,882,ProdFailure,3,,,163.0564094,,16,37.17139554,Software,I've had this for nearly 2 years and it has worked great for me.,1
213040,0,224,697,1076,ProdFailure,2,,,248.3932369,5,23,40.96299512,Desktop,Good transmit audio.,1
419589,1,224,157,404,ProdGlitch,0,1,3,117.6666667,0,12,,Other,We are sending it back.,0
834141,0,224,955,1245,ProdGlitch,9,0,0,140.6955024,1,24,31.86981041,Desktop,I did not bother contacting the company for few dollar product but I learned the lesson that I should not have bou,0
85834,1,224,255,540,,20,0,0,251.358003,0,19,25.20270637,Laptop,"If you hate earbugs, avoid this phone by all means.",0
