CALL_CENTER_ID,DAILY_CALLS,MONTHLY_CALLS,CALL_TARGET,REASON,MONTHS_CUSTOMER,NEGATIVE_RATING,DAYS_PROD_OUT_OF_SERVICE,PRODUCT_AGE,CALL_INQUIRIES,NUM_CALLERS,CALL_TIME,PRODUCT_TYPE,FEEDBACK,Sentiment,RESPONSE_DATE,ACTION
385546,128,119.0,483.0,ProdGlitch,23.0,0.0,0.0,265.2270609,0.0,20.0,28.49386194,Software,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing in",0,2020-03-03,Contact Account Managment
365266,201,147.0,745.0,ProdFailure,0.0,0.0,0.0,252.6059316,0.0,22.0,38.80187707,Software,"Because both ears are occupied, background is not distracting at all.",1,2020-03-03,Contact Account Managment
54439,266,1282.0,1653.0,ProdFailure,1.0,0.0,0.0,236.0659719,2.0,23.0,36.93931917,Desktop,It looses connection to the phone even when it is within a couple feet between the two.,0,2020-03-03,Contact Account Managment
15532,82,758.0,979.0,ProdFailure,0.0,0.0,0.0,0.0,0.0,0.0,27.27636492,Laptop,"For the price on Amazon, it is an excellent product, which I would highly recommend.",1,2020-03-03,Contact Account Managment
506483,182,139.0,948.0,ProdFailure,22.0,0.0,0.0,223.901918,2.0,41.0,35.99822541,Other,I received it quickly and it works great!!,1,2020-03-03,Contact Account Managment
951192,138,771.0,1270.0,ProdFailure,15.0,0.0,0.0,296.3333333,0.0,19.0,0.0,Laptop,The keyboard is a nice compromise between a full QWERTY and the basic cell phone number keypad.,1,2020-03-03,Contact Account Managment
473882,207,698.0,1007.0,ProdGlitch,3.0,0.0,0.0,213.7282918,1.0,13.0,32.87190897,Other,The shipping time was also very quick!,1,2020-03-03,Contact Account Managment
338148,141,818.0,982.0,ProdFailure,6.0,0.0,0.0,151.4710746,1.0,26.0,42.28213788,Desktop,It makes very strange ticking noises before it ends the call.,0,2020-03-03,Contact Account Managment
841152,165,500.0,0.0,ProdFailure,1.0,0.0,0.0,120.73333329999998,3.0,11.0,0.0,Desktop,This product is very High quality Chinese CRAP!!!!!!,0,2020-03-03,Contact Account Managment
613794,97,755.0,920.0,ProdFailure,14.0,0.0,0.0,94.98792219,0.0,8.0,25.16118348,Software,Works for me.,1,2020-03-03,Contact Account Managment
962282,133,819.0,1087.0,ProdFailure,5.0,0.0,0.0,81.10679915,1.0,13.0,33.86964175,Other,This phone tries very hard to do everything but fails at it's very ability to be a phone.,0,2020-03-03,Contact Account Managment
294927,600,1227.0,2077.0,ProdFailure,9.0,0.0,0.0,313.3343967,2.0,27.0,35.02857792,Laptop,"Great price, too!",1,2020-03-03,Contact Account Managment
843075,180,1050.0,1725.0,ProdFailure,6.0,0.0,0.0,219.1666667,4.0,24.0,0.0,Software,poor quality and service.,0,2020-03-03,Contact Account Managment
576686,99,882.0,1049.0,ProdFailure,1.0,0.0,0.0,51.64870524,0.0,2.0,28.62263209,Laptop,Earbud piece breaks easily.,0,2020-03-03,Contact Account Managment
727492,140,370.0,571.0,ProdFailure,0.0,0.0,0.0,69.82355313,0.0,15.0,41.63705877,Other,EXCELLENT SERVICE!!!!!!!!.,1,2020-03-03,Contact Account Managment
975737,51,728.0,806.0,ProdGlitch,1.0,1.0,0.0,273.88170519999994,0.0,6.0,39.85214652,Other,"I really recommend this faceplates since it looks very nice, elegant and cool.",1,2020-03-03,Contact Account Managment
30377,333,196.0,478.0,ProdFailure,6.0,0.0,0.0,42.43527965,0.0,7.0,36.66861708,Desktop,"Excellent product, I am very satisfied with the purchase.",1,2020-03-03,Contact Account Managment
636301,195,105.0,709.0,ProdFailure,0.0,0.0,0.0,247.7919915,0.0,22.0,39.75560513,Software,"I've had no trouble accessing the Internet, downloading ringtones or performing any of the functions.",1,2020-03-03,Contact Account Managment
178415,147,894.0,1153.0,ProdFailure,11.0,0.0,0.0,222.8150889,0.0,12.0,40.52479687,Software,This is definitely a must have if your state does not allow cell phone usage while driving.,1,2020-03-03,Contact Account Managment
876889,193,515.0,835.0,ProdFailure,13.0,0.0,0.0,89.525932,0.0,9.0,7.148413213,Other,Don't buy this product.,0,2020-03-03,Contact Account Managment
580552,65,550.0,883.0,ProdGlitch,29.0,0.0,0.0,234.4,1.0,17.0,0.0,Software,I gave it 5 stars because of the sound quality.,1,2020-03-03,Contact Account Managment
434806,216,1063.0,1473.0,ProdGlitch,0.0,0.0,0.0,0.0,0.0,0.0,39.13764463,0,Who in their right mind is gonna buy this battery?.,0,2020-03-03,Contact Account Managment
722127,205,1696.0,1989.0,ProdFailure,9.0,0.0,0.0,258.62004190000005,1.0,37.0,26.36612627,Laptop,I am sorry I made this purchase.,0,2020-03-03,Contact Account Managment
395468,160,163.0,1282.0,ProdFailure,10.0,0.0,0.0,366.2666667,1.0,10.0,0.0,Other,The nano stated it.My son was dissapointed.,0,2020-03-03,Contact Account Managment
15946,202,1530.0,1969.0,ProdFailure,6.0,0.0,0.0,0.0,1.0,16.0,32.01179994,Other,"This case has passed the one year mark and while it shows signs of wear, it is 100% functional.",1,2020-03-03,Contact Account Managment
529468,450,0.0,766.0,ProdGlitch,11.0,0.0,0.0,297.3,0.0,13.0,0.0,Software,"It is well made, easy to access the phone and has a handy, detachable belt clip.",1,2020-03-03,Contact Account Managment
851736,110,546.0,657.0,ProdFailure,5.0,0.0,0.0,323.1929276,0.0,10.0,33.29962839,Other,Very disappointing.,0,2020-03-03,Contact Account Managment
253665,150,26.0,573.0,ProdFailure,0.3,0.0,0.0,322.6,0.0,6.0,0.0,FARMING,An Awesome New Look For Fall 2000!.,1,2020-03-03,Contact Account Managment
394978,92,719.0,955.0,ProdFailure,16.0,0.0,0.0,126.8164392,3.0,16.0,25.62193049,Other,Product is exactly as described.,1,2020-03-03,Contact Account Managment
500577,247,443.0,741.0,ProdFailure,5.0,0.0,0.0,73.71525064,1.0,18.0,35.44157026,Other,"What possesed me to get this junk, I have no idea...",0,2020-03-03,Contact Account Managment
943885,101,578.0,695.0,ProdGlitch,29.0,0.0,3.0,189.92452240000003,1.0,24.0,34.61045543,Other,This phone works great.,1,2020-03-03,Contact Account Managment
215912,83,612.0,657.0,ProdGlitch,6.0,0.0,0.0,86.29651576,2.0,20.0,41.42687223,Other,"Overall, I would recommend this phone over the new Walkman.",1,2020-03-03,Contact Account Managment
839149,283,0.0,295.0,ProdGlitch,24.0,0.0,0.0,78.10906973,2.0,14.0,30.51328344,Other,"I've only had my bluetooth for a few weeks, but I really like it.",1,2020-03-03,Contact Account Managment
954379,135,671.0,856.0,ProdFailure,5.0,0.0,0.0,147.3553126,0.0,35.0,28.52255337,FARMING,Who in their right mind is gonna buy this battery?.,0,2020-03-03,Contact Account Managment
927141,120,0.0,674.0,ProdGlitch,0.0,0.0,0.0,356.93333039999993,0.0,7.0,37.93444341,Other,"Steer clear of this product and go with the genuine Palm replacementr pens, which come in a three-pack.",0,2020-03-03,Contact Account Managment
142531,146,68.0,524.0,ProdFailure,4.0,0.0,0.0,317.2440017,0.0,16.0,17.61790872,Laptop,Now I know that I made a wise decision.,1,2020-03-03,Contact Account Managment
385892,136,182.0,758.0,ProdFailure,19.0,0.0,2.0,399.3557015,0.0,12.0,21.26089485,Laptop,Buy a different phone - but not this.,0,2020-03-03,Contact Account Managment
70635,139,638.0,813.0,ProdFailure,9.0,0.0,0.0,0.0,0.0,0.0,24.37105048,0,Great charger.,1,2020-03-03,Contact Account Managment
546851,322,162.0,602.0,ProdFailure,0.0,0.0,0.0,116.7297455,1.0,5.0,37.99908153,Other,Worst customer service.,0,2020-03-03,Contact Account Managment
977695,91,783.0,920.0,ProdFailure,0.2,0.0,0.0,180.8333333,3.0,35.0,0.0,FARMING,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,2020-03-03,Contact Account Managment
283267,171,567.0,943.0,ProdFailure,7.0,0.0,0.0,110.2940878,1.0,21.0,36.1073409,Laptop,I only hear garbage for audio.,0,2020-03-03,Contact Account Managment
128267,251,446.0,754.0,ProdFailure,22.0,0.0,1.0,284.9136704,0.0,29.0,39.51801709,Other,"jabra ear gels ""R"" the best!.",1,2020-03-03,Contact Account Managment
866179,236,949.0,1016.0,ProdFailure,1.0,1.0,0.0,125.7017044,0.0,19.0,33.22431913,Laptop,It finds my cell phone right away when I enter the car.,1,2020-03-03,Contact Account Managment
617512,111,174.0,684.0,ProdFailure,20.0,0.0,2.0,403.9654009,1.0,12.0,21.75864261,Laptop,"First off the reception sucks, I have never had more than 2 bars, ever.",0,2020-03-03,Contact Account Managment
773547,170,975.0,1417.0,ProdFailure,2.0,0.0,0.0,128.4175979,3.0,15.0,31.16602944,Software,It has kept up very well.,1,2020-03-03,Contact Account Managment
111809,205,1068.0,1444.0,ProdFailure,13.0,1.0,1.0,107.6713817,4.0,49.0,39.68708944,Other,I own 2 of these cases and would order another.,1,2020-03-03,Contact Account Managment
822103,164,576.0,768.0,ProdFailure,1.0,0.0,0.0,172.20009219999997,0.0,25.0,31.81962217,Software,"If I take a picture, the battery drops a bar, and starts beeping, letting me know its dieing.",0,2020-03-03,Contact Account Managment
331511,477,939.0,1541.0,ProdFailure,14.0,0.0,0.0,227.2282602,8.0,19.0,41.33812472,Other,It doesn't make you look cool.,0,2020-03-03,Contact Account Managment
879420,29,786.0,1130.0,ProdFailure,6.0,1.0,0.0,165.33333330000005,2.0,26.0,0.0,Laptop,Everything about this product is wrong.First,0,2020-03-03,Contact Account Managment
369751,181,953.0,1196.0,ProdGlitch,2.0,0.0,0.0,313.6033866,1.0,20.0,42.1192853,Desktop,DO NOT PURCHASE THIS PHONE.,0,2020-03-03,Contact Account Managment
583858,78,428.0,524.0,ProdGlitch,8.0,0.0,0.0,193.0814529,0.0,18.0,26.49587929,Software,You won't regret it!,1,2020-03-03,Contact Account Managment
968415,277,545.0,788.0,ProdFailure,0.0,0.0,0.0,186.0208426,2.0,19.0,39.61433498,Software,Buy a different phone - but not this.,0,2020-03-03,Contact Account Managment
193338,799,183.0,1096.0,ProdGlitch,27.0,0.0,1.0,132.766724,0.0,13.0,31.64233507,0,Stay Away From the Q!.,0,2020-03-03,Contact Account Managment
717193,84,759.0,953.0,ProdFailure,18.0,0.0,1.0,294.1642246,0.0,24.0,38.64180454,Desktop,All the other cases I've tried normally fall apart after a few months but this one seems to be in for the long hau,1,2020-03-03,Contact Account Managment
343776,40,550.0,590.0,ProdFailure,12.0,2.0,0.0,146.1,0.0,22.0,0.0,Other,I was very impressed with the price of the cases.,1,2020-03-03,Contact Account Managment
555370,61,476.0,549.0,ProdGlitch,5.0,0.0,0.0,70.69532973,0.0,18.0,24.76674453,Other,"The color is even prettier than I thought it would be, and the graphics are incredibly sharp.",1,2020-03-03,Contact Account Managment
660715,203,363.0,579.0,ProdFailure,0.0,0.0,0.0,214.97048430000004,0.0,12.0,39.26309424,Other,It dit not work most of the time with my Nokia 5320.,0,2020-03-03,Contact Account Managment
236343,116,641.0,788.0,ProdFailure,6.0,0.0,3.0,201.369922,3.0,29.0,35.79580494,Software,Disappointed!.,0,2020-03-03,Contact Account Managment
79093,174,965.0,1121.0,ProdFailure,0.0,6.0,0.0,178.65958940000004,2.0,46.0,41.11788749,Other,"I've only had my bluetooth for a few weeks, but I really like it.",1,2020-03-03,Contact Account Managment
660593,176,719.0,979.0,ProdFailure,1.0,0.0,0.0,144.3662159,3.0,19.0,29.80858977,Software,"I put the latest OS on it (v1.15g), and it now likes to slow to a crawl and lock up every once in a while.",0,2020-03-03,Contact Account Managment
377196,172,596.0,897.0,0,9.0,0.0,0.0,0.0,1.0,16.0,23.34562321,Laptop,"A week later after I activated it, it suddenly died.",0,2020-03-03,Contact Account Managment
10788,170,516.0,676.0,ProdGlitch,2.0,0.0,0.0,135.1919065,0.0,18.0,33.05063637,Software,The only thing that disappoint me is the infra red port (irda).,0,2020-03-03,Contact Account Managment
64604,260,750.0,1008.0,ProdFailure,10.0,0.0,0.0,152.35398069999997,0.0,20.0,36.3563094,Software,"Reaching for the bottom row is uncomfortable, and the send and end keys are not where I expect them to be.3.",0,2020-03-03,Contact Account Managment
445886,655,2051.0,2902.0,ProdFailure,2.0,0.0,0.0,98.80820562,1.0,21.0,144.1890013,Laptop,Gets a signal when other Verizon phones won't.,1,2020-03-03,Contact Account Managment
673062,220,1420.0,1814.0,ProdFailure,6.0,0.0,0.0,162.53864030000003,5.0,42.0,41.27082013,Laptop,I've tried several different earpieces for my cell phone and this Jabra one is the first one I've found that fits,1,2020-03-03,Contact Account Managment
96778,144,0.0,697.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.553521964,0,It's very attractive and appears to be of good quality.,1,2020-03-03,Contact Account Managment
420872,208,515.0,999.0,ProdFailure,1.0,0.0,4.0,168.3145771,0.0,47.0,35.23139271,Software,"The calls drop, the phone comes on and off at will, the screen goes black and the worst of all it stops ringing in",0,2020-03-03,Contact Account Managment
671782,104,212.0,401.0,ProdFailure,3.0,0.0,0.0,0.0,0.0,0.0,36.90541431,Other,"All I can do is whine on the Internet, so here it goes.The more I use the thing the less I like it.",0,2020-03-03,Contact Account Managment
737010,323,1331.0,1749.0,ProdFailure,13.0,0.0,0.0,177.0516476,1.0,28.0,39.4756896,Desktop,Excellent starter wireless headset.,0,2020-03-03,Contact Account Managment
634292,49,440.0,597.0,ProdGlitch,10.0,0.0,0.0,81.5,3.0,13.0,0.0,Other,Tied to charger for conversations lasting more than 45 minutes.MAJOR PROBLEMS!!,0,2020-03-03,Contact Account Managment
675077,218,673.0,990.0,ProdFailure,0.0,2.0,1.0,245.0877745,1.0,14.0,41.56766275,Other,Product was excellent and works better than the verizon one and Boy was it cheaper!,1,2020-03-03,Contact Account Managment
747169,415,975.0,1587.0,ProdFailure,13.0,0.0,1.0,212.7744346,3.0,31.0,42.30190724,Other,Poor Construction.,0,2020-03-03,Contact Account Managment
537314,122,613.0,908.0,ProdFailure,2.0,0.0,0.0,35.97354161,1.0,4.0,39.97361316,Other,"A must study for anyone interested in the ""worst sins"" of industrial design.",0,2020-03-03,Contact Account Managment
622500,206,485.0,720.0,ProdFailure,17.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,"At first I thought I was grtting a good deal at $7.44, until I plugged it into my phone (V3c Razr).",0,2020-03-03,Contact Account Managment
506420,323,1670.0,2211.0,ProdFailure,4.0,0.0,0.0,185.7,3.0,21.0,0.0,Desktop,Works like a charm.. Works as advertised.,1,2020-03-03,Contact Account Managment
505924,147,100.0,516.0,ProdFailure,3.0,0.0,0.0,302.6524720000001,0.0,16.0,18.42392382,Laptop,It's uncomfortable and the sound quality is quite poor compared with the phone (Razr) or with my previous wired he,0,2020-03-03,Contact Account Managment
356478,126,411.0,570.0,ProdFailure,5.5,1.0,0.0,98.43333333,10.0,18.0,0.0,Other,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,2020-03-03,Contact Account Managment
146516,85,794.0,878.0,ProdFailure,1.0,0.0,0.0,123.6188031,1.0,10.0,35.75908385,Other,"It works fine on my Motorola 325 cellphone, and a lot better than the worn-out battery did.",1,2020-03-03,Contact Account Managment
490631,221,603.0,1017.0,ProdFailure,8.0,0.0,0.0,97.02322633,1.0,17.0,35.68152132,Software,Items stated as included from the description ARE NOT INCLUDED.,0,2020-03-03,Contact Account Managment
845827,86,1724.0,2514.0,ProdFailure,0.0,0.0,0.0,120.5726331,0.0,22.0,40.92591059,FARMING,Too bad you have to pay up to $$$ a month for the service!,0,2020-03-03,Contact Account Managment
495017,215,1416.0,1842.0,ProdGlitch,8.0,0.0,0.0,311.4261279,0.0,16.0,44.59015523,Desktop,I advise EVERYONE DO NOT BE FOOLED!,0,2020-03-03,Contact Account Managment
374062,246,756.0,1129.0,ProdFailure,1.0,1.0,0.0,318.54616539999995,3.0,42.0,0.0,Laptop,Battery is holding up well.,1,2020-03-03,Contact Account Managment
514858,122,571.0,760.0,ProdFailure,1.0,0.0,0.0,235.2292688,0.0,9.0,35.11318533,Other,Then I had to continue pairing it periodically since it somehow kept dropping.,0,2020-03-03,Contact Account Managment
858043,98,699.0,1002.0,ProdFailure,16.0,0.0,0.0,130.8860074,3.0,15.0,26.83504341,Other,Very satisifed with that.,1,2020-03-03,Contact Account Managment
439478,248,826.0,1065.0,ProdFailure,8.0,0.0,0.0,302.984432,2.0,28.0,30.95648584,Desktop,"Overall, I would recommend this phone over the new Walkman.",1,2020-03-03,Contact Account Managment
350883,179,1020.0,1431.0,ProdFailure,5.0,0.0,0.0,125.858539,2.0,16.0,32.84743505,Software,best bluetooth on the market.,1,2020-03-03,Contact Account Managment
107395,105,643.0,650.0,ProdGlitch,4.0,0.0,0.0,66.54105782,1.0,20.0,42.33212434,Other,Superb Phone on a Great Network.,1,2020-03-03,Contact Account Managment
269689,149,606.0,812.0,ProdFailure,6.0,0.0,0.0,0.0,0.0,0.0,27.5737365,0,Soyo technology sucks.,0,2020-03-03,Contact Account Managment
692312,101,632.0,829.0,ProdGlitch,0.0,0.0,0.0,99.81625825,1.0,7.0,38.37053971,Other,If you plan to use this in a car forget about it.,0,2020-03-03,Contact Account Managment
459247,281,1359.0,1835.0,ProdFailure,0.0,0.0,0.0,131.5891244,0.0,38.0,31.08561766,Desktop,I received my supposedly new motorola 375 and apparently there was not a match between the phone and the charger.,0,2020-03-03,Contact Account Managment
212106,267,1861.0,2334.0,ProdFailure,0.0,0.0,0.0,290.578837,1.0,32.0,41.74120105,Laptop,"However, after about a year, the fliptop started to get loose and wobbly and eventually my screen went black and I",0,2020-03-03,Contact Account Managment
95125,209,719.0,1017.0,ProdFailure,6.0,0.0,0.0,67.32456202,6.0,23.0,38.51325618,Desktop,"This is an excellent tool, especially when paired with your phone's auto-answer.",1,2020-03-03,Contact Account Managment
735575,273,1407.0,1884.0,ProdFailure,12.0,0.0,0.0,144.0934649,0.0,37.0,41.48280369,Laptop,"The design is very odd, as the ear ""clip"" is not very comfortable at all.",0,2020-03-03,Contact Account Managment
656082,131,972.0,1232.0,ProdFailure,9.0,0.0,0.0,162.9937439,0.0,26.0,34.17834568,Other,"Otherwise, easy to install and use, clear sound.",1,2020-03-03,Contact Account Managment
519351,190,222.0,1694.0,ProdGlitch,7.0,0.0,0.0,296.0801937,0.0,27.0,27.64001806,Server,"After charging overnight, these batteries work great.",1,2020-03-03,Contact Account Managment
838096,250,1490.0,2025.0,ProdGlitch,11.0,0.0,0.0,256.6666667,2.0,34.0,0.0,Other,Don't bother - go to the store.,0,2020-03-03,Contact Account Managment
158224,198,650.0,951.0,ProdFailure,1.0,0.0,0.0,73.0813375,0.0,16.0,27.44254252,Desktop,This is infuriating.,0,2020-03-03,Contact Account Managment
188611,61,0.0,468.0,ProdGlitch,0.0,0.0,1.0,0.0,0.0,0.0,13.30601308,0,"The ""1.2"" mega pixel camera, being a part of a phone, is reasonably good7.",1,2020-03-03,Contact Account Managment
239408,182,345.0,566.0,ProdFailure,15.0,0.0,0.0,126.0480098,1.0,18.0,36.92663479,Other,Has been working great.,1,2020-03-03,Contact Account Managment
108875,217,938.0,1472.0,ProdFailure,22.0,0.0,0.0,153.6845963,0.0,25.0,39.53395424,Laptop,This device is great in several situations:1.),1,2020-03-03,Contact Account Managment
341435,186,728.0,903.0,ProdFailure,0.0,1.0,1.0,104.0404669,2.0,26.0,36.02592528,Other,After trying many many handsfree gadgets this is the one that finally works well.,1,2020-03-03,Contact Account Managment
435133,150,733.0,994.0,ProdFailure,0.5,0.0,0.0,273.9333333,2.0,21.0,0.0,Laptop,Also the area where my unit broke).- I'm not too fond of the magnetic strap.,0,2020-03-03,Contact Account Managment
418124,167,1055.0,1365.0,ProdFailure,0.0,0.0,0.0,273.7250728,0.0,47.0,40.04168465,Other,nice leather.,1,2020-03-03,Contact Account Managment
132454,108,643.0,1073.0,ProdFailure,9.0,0.0,0.0,97.86132576,0.0,36.0,36.99638566,Laptop,Great Earpiece.,1,2020-03-03,Contact Account Managment
375597,341,2419.0,364.0,ProdFailure,1.0,0.0,2.0,196.0088316,3.0,50.0,42.45858179,Desktop,"Another note about this phone's appearance is that it really looks rather bland, especially in the all black model",0,2020-03-03,Contact Account Managment
408792,89,607.0,1000.0,ProdGlitch,14.0,0.0,8.0,129.86666670000002,0.0,36.0,0.0,Laptop,The sound quality is excellent as well.,1,2020-03-03,Contact Account Managment
218405,160,716.0,841.0,ProdFailure,10.0,0.0,0.0,81.59612884,3.0,12.0,32.94889897,Other,"I really wanted the Plantronics 510 to be the right one, but it has too many issues for me.The good",0,2020-03-03,Contact Account Managment
777655,140,431.0,659.0,ProdGlitch,5.0,0.0,0.0,215.9858947,3.0,18.0,37.14869173,Laptop,Lately they have been extremely nice and helpful on the phone.,1,2020-03-03,Contact Account Managment
158586,219,917.0,1418.0,ProdFailure,0.0,0.0,0.0,207.6532895,0.0,21.0,28.21673943,Laptop,The price was very good and with the free shipping and all it was a good purchase.,1,2020-03-03,Contact Account Managment
439994,210,940.0,1398.0,ProdFailure,0.0,0.0,0.0,207.2100355,0.0,21.0,30.24782255,Laptop,This is by far the worst purchase I've made on Amazon.,0,2020-03-03,Contact Account Managment
719823,142,1006.0,1220.0,ProdFailure,0.0,0.0,0.0,139.98397680000002,0.0,20.0,43.79745956,Laptop,WORST PHONE EVER.,0,2020-03-03,Contact Account Managment
380956,151,396.0,626.0,ProdFailure,5.0,1.0,0.0,95.59910086,1.0,9.0,28.50559056,0,"As an earlier review noted, plug in this charger and nothing happens.",0,2020-03-03,Contact Account Managment
31805,202,1052.0,1803.0,ProdFailure,6.0,0.0,0.0,218.6578187,3.0,24.0,41.80676309,Software,"It quit working after I'd used it for about 18 months, so I just purchased another one because this is the best he",1,2020-03-03,Contact Account Managment
514895,237,0.0,466.0,ProdFailure,0.0,0.0,0.0,85.1283538,0.0,12.0,24.99135942,Other,Does not fit.,0,2020-03-03,Contact Account Managment
428977,263,1893.0,2497.0,ProdFailure,7.0,0.0,0.0,106.6093074,1.0,26.0,42.76938671,Other,WARNING - DO NOT BUY!!.,0,2020-03-03,Contact Account Managment
816666,121,132.0,823.0,ProdFailure,7.0,0.0,0.0,262.3942543,0.0,14.0,18.43047238,Other,"I posted more detailed comments under the grey or black phone, but i have the Fire Red and it's a great color!",1,2020-03-03,Contact Account Managment
352928,230,585.0,693.0,0,4.0,0.0,2.0,110.4144797,2.0,33.0,133.52827040000003,Other,AMAZON SUCKS.,0,2020-03-03,Contact Account Managment
976251,93,302.0,570.0,0,30.0,0.0,0.0,235.492813,0.0,19.0,23.13784056,Other,Unfortunately it did not work.,0,2020-03-03,Contact Account Managment
969542,206,699.0,1018.0,ProdGlitch,3.0,0.0,0.0,218.390939,0.0,13.0,30.2712393,Other,"Five star Plus, plus.",1,2020-03-03,Contact Account Managment
273667,228,646.0,960.0,ProdFailure,8.0,0.0,0.0,201.0682871,2.0,18.0,31.54182212,Desktop,DO NOT PURCHASE THIS PHONE.,0,2020-03-03,Contact Account Managment
738190,138,858.0,1357.0,ProdFailure,15.0,0.0,0.0,303.6882297,0.0,18.0,27.86907921,Laptop,)Setup couldn't have been simpler.,1,2020-03-03,Contact Account Managment
395895,124,805.0,975.0,ProdGlitch,1.0,0.0,0.0,74.40426333,1.0,19.0,36.45734993,Laptop,Poor quality.,0,2020-03-03,Contact Account Managment
352360,106,1201.0,1370.0,ProdFailure,17.0,0.0,1.0,173.6904615,0.0,33.0,30.95890574,Laptop,There's a horrible tick sound in the background on all my calls that I have never experienced before.,0,2020-03-03,Contact Account Managment
758867,313,1199.0,1719.0,ProdFailure,16.0,0.0,0.0,140.44947140000002,0.0,16.0,27.6899107,Laptop,Everything worked on the first try.The device was certainly engineered in a clever way and the construction feels,1,2020-03-03,Contact Account Managment
522913,99,592.0,756.0,ProdGlitch,6.0,0.0,2.0,288.3950585,1.0,19.0,30.77602786,Software,disappointed.,0,2020-03-03,Contact Account Managment
422527,137,946.0,1096.0,ProdFailure,3.5,0.0,1.0,268.8333333,1.0,34.0,0.0,Software,I purchased this and within 2 days it was no longer working!!!!!!!!!,0,2020-03-03,Contact Account Managment
17809,215,1107.0,1780.0,ProdFailure,6.0,0.0,0.0,212.6040797,4.0,24.0,43.3108563,Software,Highly recommend for any one who has a blue tooth phone.,1,2020-03-03,Contact Account Managment
447655,100,650.0,800.0,ProdFailure,2.0,0.0,0.0,26.36666667,3.0,2.0,0.0,Other,I love this thing!,1,2020-03-03,Contact Account Managment
194476,289,758.0,1179.0,ProdFailure,4.0,0.0,0.0,92.09054215,2.0,32.0,40.77888843,Other,"But when I check voice mail at night, the keypad backlight turns off a few seconds into the first message, and the",0,2020-03-03,Contact Account Managment
121418,173,350.0,638.0,ProdFailure,16.0,0.0,0.0,125.13156940000002,1.0,17.0,37.93651965,Other,If you plan to use this in a car forget about it.,0,2020-03-03,Contact Account Managment
494023,495,90.0,550.0,ProdFailure,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,Appears to actually outperform the original battery from China that came with my V325i.,1,2020-03-03,Contact Account Managment
843365,226,419.0,703.0,ProdFailure,5.0,0.0,0.0,178.78664030000004,1.0,26.0,36.09869413,Software,Great Earpiece.,1,2020-03-03,Contact Account Managment
105727,99,354.0,580.0,ProdFailure,11.0,0.0,0.0,229.52284440000003,1.0,31.0,37.2974321,Other,I'm trying to return it for a refund.,0,2020-03-03,Contact Account Managment
